Списання,,,,,,,,,,,
ID списання,Дата,Тип списання,SKU,Назва товару,Кількість,Собівартість 1 од. / ПРРО,Управлінська собівартість 1 од.,Сума списання / ПРРО,Управлінська сума списання,Причина,Примітка
WRT-0120,2026-07-05,Інше,PKM-JP-SPIN-BST,Pokémon — Ninja Spinner — JP — Booster,1,"92,72 грн","98,28 грн","92,72 грн","98,28 грн",для формування містері бокса,Продаж OC-FOP-0206; Pokémon Mystery Box
WRT-0121,2026-07-06,Власне відкриття,PKM-JP-OUTL-BST,Pokémon — Outlet Mix — JP — Booster,5,"48,62 грн","51,54 грн","243,10 грн","257,69 грн",Власне відкриття / перевірка партії,"Посилка LX323224044JP; LOT-0058 / yskh240; 5 із 60 паків Munics Zero, перенесених в Outlet Mix."
WRT-0122,2026-07-09,Інше,OP-JP-OP08-BST,One Piece — OP-08 — JP — Booster,1,"82,67 грн","87,63 грн","82,67 грн","87,63 грн",для формування містері бокса,Продаж MBZ-PHYS-0006
WRT-0123,2026-07-09,Інше,OP-JP-V7PR-BST,One Piece — V7 Promo — JP — Booster,1,"62,57 грн","66,32 грн","62,57 грн","66,32 грн",для формування містері бокса,Продаж MBZ-PHYS-0006
WRT-0124,2026-07-09,Інше,OP-JP-OP14-BST,One Piece — OP-14 — JP — Booster,1,"96,00 грн","101,76 грн","96,00 грн","101,76 грн",для формування містері бокса,Продаж MBZ-PHYS-0006
WRT-0125,2026-07-09,Інше,OP-JP-EB03-BST,One Piece — EB-03 — JP — Booster,1,"75,71 грн","80,25 грн","75,71 грн","80,25 грн",для формування містері бокса,Продаж MBZ-PHYS-0006
WRT-0126,2026-07-09,Інше,OP-JP-OP11-BST,One Piece — OP-11 — JP — Booster,1,"72,54 грн","76,89 грн","72,54 грн","76,89 грн",для формування містері бокса,Продаж MBZ-PHYS-0006
WRT-0127,2026-07-10,Власне відкриття,PKM-JP-SPIN-BST,Pokémon — Ninja Spinner — JP — Booster,5,"92,72 грн","98,28 грн","463,59 грн","491,41 грн",Власне відкриття / перевірка партії,Посилка LX322989939JP; LOT-0049 / yskh223; 5 із 60 паків Ninja Spinner; 15 шт перенесено в Low Pull / LOT-0102.
WRT-0128,2026-07-10,Інше,PKM-JP-INFX-BST,Pokémon — Inferno X — JP — Booster,2,"167,36 грн","177,40 грн","334,72 грн","354,80 грн",для формування містері бокса,Продаж OC-FOP-0219; компонент 2 × Inferno X для 2 містері боксів.
WRT-0129,2026-07-10,Інше,PKM-JP-SPIN-BST,Pokémon — Ninja Spinner — JP — Booster,3,"92,72 грн","98,28 грн","278,16 грн","294,84 грн",для формування містері бокса,Продаж OC-FOP-0219; компонент 3 × Ninja Spinner для 2 містері боксів.
WRT-0130,2026-07-10,Інше,PKM-JP-MSYM-BST,Pokémon — Mega Symphonia — JP — Booster,1,"57,25 грн","60,68 грн","57,25 грн","60,68 грн",для формування містері бокса,Продаж OC-FOP-0219; компонент 1 × Mega Symphonia для 2 містері боксів.
WRT-0131,2026-07-10,Інше,PKM-JP-MZERO-BST,Pokémon — Munics Zero — JP — Booster,3,"41,07 грн","43,53 грн","123,21 грн","130,59 грн",для формування містері бокса,Продаж OC-FOP-0219; компонент 3 × Munics Zero для 2 містері боксів.
WRT-0132,2026-07-10,Інше,PKM-JP-BBLT-BST,Pokémon — Black Bolt — JP — Booster,1,"213,87 грн","226,70 грн","213,87 грн","226,70 грн",для формування містері бокса,Продаж OC-FOP-0219; компонент 1 × Black Bolt для 2 містері боксів.
WRT-0133,2026-07-11,Промо,OP-JP-OP08-BST,One Piece — OP-08 — JP — Booster,2,"82,67 грн","87,63 грн","165,34 грн","175,26 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0134,2026-07-11,Промо,PKM-JP-BBLT-BST,Pokémon — Black Bolt — JP — Booster,1,"213,87 грн","226,70 грн","213,87 грн","226,70 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0135,2026-07-11,Промо,PKM-KR-HWAK-BST,Pokémon — Hot Wind Arena — KR — Booster,1,"71,52 грн","75,81 грн","71,52 грн","75,81 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0136,2026-07-11,Промо,PKM-JP-INFX-BST,Pokémon — Inferno X — JP — Booster,1,"167,36 грн","177,40 грн","167,36 грн","177,40 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0137,2026-07-11,Промо,PKM-JP-MDEX-BST,Pokémon — Mega Dream EX — JP — Booster,1,"314,18 грн","333,03 грн","314,18 грн","333,03 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0138,2026-07-11,Промо,PKM-JP-MSYM-BST,Pokémon — Mega Symphonia — JP — Booster,1,"57,25 грн","60,68 грн","57,25 грн","60,68 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0139,2026-07-11,Промо,PKM-JP-SPIN-BST,Pokémon — Ninja Spinner — JP — Booster,1,"92,72 грн","98,28 грн","92,72 грн","98,28 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0140,2026-07-11,Промо,PKM-JP-WFLR-BST,Pokémon — White Flare — JP — Booster,1,"217,84 грн","230,91 грн","217,84 грн","230,91 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0141,2026-07-11,Промо,YGO-JP-WPP5-BBX,Yu-Gi-Oh! — World Premiere Pack 2024 — JP — Booster Box,1,"936,38 грн","992,56 грн","936,38 грн","992,56 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0142,2026-07-11,Промо,ACC-004,Магнітний кейс для карток 35PT,1,"25,84 грн","27,39 грн","25,84 грн","27,39 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0143,2026-07-11,Промо,PKM-JP-SVEX-BLR,Pokémon — Scarlet & Violet ex Special Set — JP — Blister,1,"1 291,71 грн","1 369,21 грн","1 291,71 грн","1 369,21 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0144,2026-07-11,Промо,PKM-JP-MZERO-BST,Pokémon — Munics Zero — JP — Booster,1,"41,07 грн","43,53 грн","41,07 грн","43,53 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0145,2026-07-11,Промо,OP-JP-OP14-BST,One Piece — OP-14 — JP — Booster,1,"96,00 грн","101,76 грн","96,00 грн","101,76 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0146,2026-07-11,Промо,OP-JP-OP15-BST,One Piece — OP-15 — JP — Booster,1,"82,21 грн","87,14 грн","82,21 грн","87,14 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0147,2026-07-11,Промо,OP-JP-EB03-BST,One Piece — EB-03 — JP — Booster,1,"75,71 грн","80,25 грн","75,71 грн","80,25 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0148,2026-07-11,Промо,OP-JP-V7PR-BST,One Piece — V7 Promo — JP — Booster,1,"62,57 грн","66,32 грн","62,57 грн","66,32 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
WRT-0149,2026-07-11,Промо,ACC-005,Акрилова підставка для магнітного кейсу,1,"5,00 грн","5,30 грн","5,00 грн","5,30 грн",Відправка блогеру на огляд — маркетингові цілі; бартерна реклама,Маркетингові цілі; бартерна реклама.
